,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,38.47,44.83,40.59,17217.6
1,add1,41.66,46.98,43.43,18428.3
2,add2,42.73,47.79,44.41,18781.6
3,mul0,10.01,38.53,24.27,78549.2
4,mul1,10.0,38.42,24.21,78414.2
5,mul2,9.97,38.49,24.23,78310.2
6,mul3,10.02,38.48,24.25,79092.4
7,reg_Q0,38.53,38.53,38.53,23162.0
8,reg_Q1,44.83,44.83,44.83,24217.0
9,reg_Q2,46.98,46.98,46.98,24579.0
10,reg_Y,47.79,47.79,47.79,23683.0
11,zfir_8bit,10.01,47.79,47.79,482793.0
