,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,48.59,49.53,48.9,20152.9
1,add1,49.06,49.92,49.35,20418.3
2,add2,49.22,49.84,49.42,20444.9
3,mul0,54.95,48.68,51.82,399708.0
4,mul1,54.92,48.5,51.71,398345.0
5,mul2,54.88,48.61,51.74,399947.0
6,mul3,54.85,48.52,51.68,398150.0
7,reg_Q0,48.68,48.68,48.68,24898.0
8,reg_Q1,49.53,49.53,49.53,25018.0
9,reg_Q2,49.92,49.92,49.92,25083.0
10,reg_Y,49.84,49.84,49.84,23981.0
11,zfir_8bit,54.95,49.84,49.84,1826440.0
