,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,48.3,49.71,48.77,20118.8
1,add1,49.01,49.94,49.32,20409.8
2,add2,49.06,49.94,49.35,20415.9
3,mul0,49.94,48.38,49.16,363764.0
4,mul1,49.87,48.23,49.05,362362.0
5,mul2,49.92,48.32,49.12,363518.0
6,mul3,50.05,48.18,49.11,364679.0
7,reg_Q0,48.38,48.38,48.38,24845.0
8,reg_Q1,49.71,49.71,49.71,25046.0
9,reg_Q2,49.94,49.94,49.94,25081.0
10,reg_Y,49.94,49.94,49.94,23997.0
11,zfir_8bit,49.94,49.94,49.94,1678860.0
