,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,47.16,48.99,47.77,19845.7
1,add1,48.13,49.62,48.63,20191.4
2,add2,48.37,49.74,48.82,20214.7
3,mul0,33.07,47.18,40.13,243222.0
4,mul1,33.11,47.15,40.13,244299.0
5,mul2,33.17,47.28,40.22,245139.0
6,mul3,33.22,47.12,40.17,244299.0
7,reg_Q0,47.18,47.18,47.18,24637.0
8,reg_Q1,48.99,48.99,48.99,24924.0
9,reg_Q2,49.62,49.62,49.62,25030.0
10,reg_Y,49.74,49.74,49.74,23970.0
11,zfir_8bit,33.07,49.74,49.74,1180910.0
