,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,38.55,44.77,40.63,17242.5
1,add1,41.54,47.0,43.36,18405.2
2,add2,42.75,48.09,44.53,18835.7
3,mul0,10.05,38.55,24.3,78551.2
4,mul1,9.99,38.56,24.28,78349.2
5,mul2,10.06,38.31,24.19,78683.9
6,mul3,10.01,38.5,24.25,78497.6
7,reg_Q0,38.55,38.55,38.55,23166.0
8,reg_Q1,44.77,44.77,44.77,24208.0
9,reg_Q2,47.0,47.0,47.0,24585.0
10,reg_Y,48.09,48.09,48.09,23725.0
11,zfir_8bit,10.05,48.09,48.09,482653.0
