,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,48.68,49.67,49.01,20135.3
1,add1,49.31,49.85,49.49,20463.2
2,add2,49.32,50.02,49.56,20507.6
3,mul0,66.22,48.62,57.42,478433.0
4,mul1,66.25,48.75,57.5,478883.0
5,mul2,66.3,48.96,57.63,479197.0
6,mul3,66.14,48.8,57.47,478155.0
7,reg_Q0,48.62,48.62,48.62,24888.0
8,reg_Q1,49.67,49.67,49.67,25039.0
9,reg_Q2,49.85,49.85,49.85,25068.0
10,reg_Y,50.02,50.02,50.02,24012.0
11,zfir_8bit,66.22,50.02,50.02,2158210.0
