,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,45.81,48.52,46.71,19505.7
1,add1,47.23,49.37,47.94,20032.1
2,add2,47.57,49.46,48.2,20068.2
3,mul0,24.96,45.74,35.35,185295.0
4,mul1,24.99,45.88,35.44,186426.0
5,mul2,25.02,45.94,35.48,186557.0
6,mul3,24.9,45.79,35.34,186319.0
7,reg_Q0,45.74,45.74,45.74,24393.0
8,reg_Q1,48.52,48.52,48.52,24846.0
9,reg_Q2,49.37,49.37,49.37,24984.0
10,reg_Y,49.46,49.46,49.46,23930.0
11,zfir_8bit,24.96,49.46,49.46,938017.0
