,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,38.35,44.63,40.44,17175.9
1,add1,41.61,46.83,43.35,18411.5
2,add2,42.68,47.74,44.37,18772.0
3,mul0,9.98,38.42,24.2,78220.3
4,mul1,9.94,38.29,24.11,78324.4
5,mul2,9.99,38.6,24.3,78775.4
6,mul3,10.01,38.53,24.27,78574.7
7,reg_Q0,38.42,38.42,38.42,23143.0
8,reg_Q1,44.63,44.63,44.63,24182.0
9,reg_Q2,46.83,46.83,46.83,24553.0
10,reg_Y,47.74,47.74,47.74,23677.0
11,zfir_8bit,9.98,47.74,47.74,482148.0
