,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,49.12,50.09,49.44,20265.0
1,add1,49.61,50.05,49.76,20562.3
2,add2,49.57,49.77,49.64,20530.6
3,mul0,75.06,49.18,62.12,541945.0
4,mul1,74.92,49.07,61.99,541558.0
5,mul2,74.91,49.14,62.02,540748.0
6,mul3,74.96,49.1,62.03,542538.0
7,reg_Q0,49.18,49.18,49.18,24981.0
8,reg_Q1,50.09,50.09,50.09,25111.0
9,reg_Q2,50.05,50.05,50.05,25107.0
10,reg_Y,49.77,49.77,49.77,23975.0
11,zfir_8bit,75.06,49.77,49.77,2420880.0
