,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,67.16,37.48,57.27,21992.2
1,add1,46.85,53.09,48.93,20620.3
2,add2,46.85,43.72,45.81,19870.3
3,mul0,99.96,65.6,82.78,720128.0
4,mul1,99.96,68.72,84.34,720397.0
5,mul2,99.96,56.23,78.09,718543.0
6,mul3,99.96,40.61,70.28,716074.0
7,reg_Q0,65.6,65.6,65.6,28088.0
8,reg_Q1,37.48,37.48,37.48,23550.0
9,reg_Q2,53.09,53.09,53.09,26106.0
10,reg_Y,43.72,43.72,43.72,23175.0
11,zfir_8bit,99.96,43.72,43.72,3161040.0
