,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,44.48,47.83,45.59,19129.6
1,add1,46.26,48.85,47.12,19757.2
2,add2,46.69,49.33,47.57,19897.6
3,mul0,20.07,44.52,32.3,151000.0
4,mul1,20.07,44.43,32.25,150970.0
5,mul2,20.04,44.7,32.37,150871.0
6,mul3,19.96,44.53,32.25,149859.0
7,reg_Q0,44.52,44.52,44.52,24179.0
8,reg_Q1,47.83,47.83,47.83,24723.0
9,reg_Q2,48.85,48.85,48.85,24897.0
10,reg_Y,49.33,49.33,49.33,23909.0
11,zfir_8bit,20.07,49.33,49.33,789136.0
