,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,45.89,48.37,46.72,19520.5
1,add1,47.23,49.23,47.89,19996.9
2,add2,47.57,49.46,48.2,20073.3
3,mul0,25.06,46.08,35.57,186403.0
4,mul1,25.04,45.7,35.37,186276.0
5,mul2,25.07,46.09,35.58,186217.0
6,mul3,24.97,45.91,35.44,186203.0
7,reg_Q0,46.08,46.08,46.08,24450.0
8,reg_Q1,48.37,48.37,48.37,24822.0
9,reg_Q2,49.23,49.23,49.23,24960.0
10,reg_Y,49.46,49.46,49.46,23926.0
11,zfir_8bit,25.06,49.46,49.46,938668.0
