,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,49.23,49.83,49.43,20262.1
1,add1,49.46,49.87,49.6,20501.3
2,add2,49.54,50.15,49.75,20590.7
3,mul0,74.95,49.14,62.04,540529.0
4,mul1,74.96,49.31,62.14,541466.0
5,mul2,74.99,49.1,62.05,541241.0
6,mul3,74.99,49.22,62.11,541162.0
7,reg_Q0,49.14,49.14,49.14,24978.0
8,reg_Q1,49.83,49.83,49.83,25065.0
9,reg_Q2,49.87,49.87,49.87,25075.0
10,reg_Y,50.15,50.15,50.15,24029.0
11,zfir_8bit,74.95,50.15,50.15,2418470.0
