technology [nm],latency [ns],datawidth,n_inputs,num_pipeline_stages,toggling activity [%],action,energy [fJ],area [um^2]
45,10,62,2,0,15,add,70.3084,0
45,10,62,2,0,16,add,73.57,0
45,10,62,2,0,18,add,76.8829,0
45,10,62,2,0,19,add,80.2412,0
45,10,62,2,0,21,add,83.6239,0
45,10,62,2,0,23,add,86.971,0
45,10,62,2,0,24,add,90.2683,0
45,10,62,2,0,26,add,93.5589,0
45,10,62,2,0,27,add,96.8675,0
45,10,62,2,0,29,add,100.216,0
45,10,62,2,0,31,add,103.575,0
45,10,62,2,0,32,add,106.917,0
45,10,62,2,0,34,add,110.235,0
45,10,62,2,0,35,add,113.536,0
45,10,62,2,0,37,add,116.846,0
45,10,62,2,0,39,add,120.176,0
45,10,62,2,0,40,add,123.545,0
45,10,62,2,0,42,add,126.875,0
45,10,62,2,0,44,add,130.192,0
45,10,62,2,0,45,add,133.506,0
45,10,62,2,0,47,add,136.822,0
45,10,62,2,0,48,add,140.146,0
45,10,62,2,0,50,add,143.489,0
45,10,62,2,0,52,add,146.835,0
45,10,62,2,0,53,add,150.162,0
45,10,62,2,0,55,add,153.475,0
45,10,62,2,0,56,add,156.797,0
45,10,62,2,0,58,add,160.115,0
45,10,62,2,0,60,add,163.458,0
45,10,62,2,0,61,add,166.793,0
45,10,62,2,0,63,add,170.133,0
45,10,62,2,0,65,add,173.431,0
45,10,62,2,0,66,add,176.829,0
45,10,62,2,0,68,add,180.128,0
45,10,62,2,0,69,add,183.412,0
45,10,62,2,0,71,add,186.768,0
45,10,62,2,0,73,add,190.089,0
45,10,62,2,0,74,add,193.417,0
45,10,62,2,0,76,add,196.733,0
45,10,62,2,0,77,add,200.067,0
45,10,62,2,0,79,add,203.386,0
45,10,62,2,0,81,add,206.738,0
45,10,62,2,0,82,add,210.061,0
45,10,62,2,0,84,add,213.381,0
45,10,62,2,0,85,add,216.715,0
45,10,62,2,0,87,add,220.03,0
45,10,62,2,0,89,add,223.367,0
45,10,62,2,0,90,add,226.693,0
45,10,62,2,0,92,add,230.02,0
45,10,62,2,0,94,add,233.346,0
45,10,62,2,0,95,add,236.671,0
45,10,62,2,0,97,add,240,0
45,10,62,2,0,98,add,243.326,0
45,10,62,2,0,100,add,246.655,0
45,10,63,2,0,2,add,44.2398,0
45,10,63,2,0,3,add,47.3028,0
45,10,63,2,0,5,add,50.3601,0
45,10,63,2,0,6,add,53.5131,0
45,10,63,2,0,8,add,56.8355,0
45,10,63,2,0,10,add,60.2481,0
45,10,63,2,0,11,add,63.6798,0
45,10,63,2,0,13,add,67.0258,0
45,10,63,2,0,14,add,70.308,0
45,10,63,2,0,16,add,73.5626,0
45,10,63,2,0,17,add,76.8686,0
45,10,63,2,0,19,add,80.2177,0
45,10,63,2,0,21,add,83.5987,0
45,10,63,2,0,22,add,86.9652,0
45,10,63,2,0,24,add,90.2659,0
45,10,63,2,0,25,add,93.5536,0
45,10,63,2,0,27,add,96.8559,0
45,10,63,2,0,29,add,100.204,0
45,10,63,2,0,30,add,103.544,0
45,10,63,2,0,32,add,106.903,0
45,10,63,2,0,33,add,110.228,0
45,10,63,2,0,35,add,113.529,0
45,10,63,2,0,37,add,116.841,0
45,10,63,2,0,38,add,120.161,0
45,10,63,2,0,40,add,123.519,0
45,10,63,2,0,41,add,126.853,0
45,10,63,2,0,43,add,130.193,0
45,10,63,2,0,44,add,133.51,0
45,10,63,2,0,46,add,136.816,0
45,10,63,2,0,48,add,140.129,0
45,10,63,2,0,49,add,143.467,0
45,10,63,2,0,51,add,146.811,0
45,10,63,2,0,52,add,150.152,0
45,10,63,2,0,54,add,153.467,0
45,10,63,2,0,56,add,156.788,0
45,10,63,2,0,57,add,160.116,0
45,10,63,2,0,59,add,163.442,0
45,10,63,2,0,60,add,166.769,0
45,10,63,2,0,62,add,170.115,0
45,10,63,2,0,63,add,173.432,0
45,10,63,2,0,65,add,176.757,0
45,10,63,2,0,67,add,180.169,0
45,10,63,2,0,68,add,183.409,0
45,10,63,2,0,70,add,186.733,0
45,10,63,2,0,71,add,190.08,0
45,10,63,2,0,73,add,193.399,0
45,10,63,2,0,75,add,196.727,0
45,10,63,2,0,76,add,200.044,0
45,10,63,2,0,78,add,203.379,0
45,10,63,2,0,79,add,206.705,0
45,10,63,2,0,81,add,210.044,0
45,10,63,2,0,83,add,213.37,0
45,10,63,2,0,84,add,216.696,0
45,10,63,2,0,86,add,220.03,0
45,10,63,2,0,87,add,223.345,0
45,10,63,2,0,89,add,226.68,0
45,10,63,2,0,90,add,230.005,0
45,10,63,2,0,92,add,233.333,0
45,10,63,2,0,94,add,236.656,0
45,10,63,2,0,95,add,239.982,0
45,10,63,2,0,97,add,243.31,0
45,10,63,2,0,98,add,246.636,0
45,10,63,2,0,100,add,249.965,0
45,10,64,2,0,2,add,44.2258,0
45,10,64,2,0,3,add,47.2906,0
45,10,64,2,0,5,add,50.3486,0
45,10,64,2,0,6,add,53.4928,0
45,10,64,2,0,8,add,56.8088,0
45,10,64,2,0,9,add,60.2168,0
45,10,64,2,0,11,add,63.6535,0
45,10,64,2,0,12,add,67.0101,0
45,10,64,2,0,14,add,70.2972,0
45,10,64,2,0,16,add,73.5517,0
45,10,64,2,0,17,add,76.8479,0
45,10,64,2,0,19,add,80.1859,0
45,10,64,2,0,20,add,83.5671,0
45,10,64,2,0,22,add,86.934,0
45,10,64,2,0,23,add,90.2553,0
45,10,64,2,0,25,add,93.5403,0
45,10,64,2,0,27,add,96.8425,0
45,10,64,2,0,28,add,100.172,0
45,10,64,2,0,30,add,103.513,0
45,10,64,2,0,31,add,106.872,0
45,10,64,2,0,33,add,110.21,0
45,10,64,2,0,34,add,113.519,0
45,10,64,2,0,36,add,116.825,0
45,10,64,2,0,38,add,120.142,0
45,10,64,2,0,39,add,123.478,0
45,10,64,2,0,41,add,126.834,0
45,10,64,2,0,42,add,130.172,0
45,10,64,2,0,44,add,133.482,0
45,10,64,2,0,45,add,136.793,0
45,10,64,2,0,47,add,140.113,0
45,10,64,2,0,48,add,143.436,0
45,10,64,2,0,50,add,146.779,0
45,10,64,2,0,52,add,150.125,0
45,10,64,2,0,53,add,153.456,0
45,10,64,2,0,55,add,156.771,0
45,10,64,2,0,56,add,160.084,0
45,10,64,2,0,58,add,163.404,0
45,10,64,2,0,59,add,166.746,0
45,10,64,2,0,61,add,170.078,0
45,10,64,2,0,62,add,173.427,0
45,10,64,2,0,64,add,176.725,0
45,10,64,2,0,66,add,180.093,0
45,10,64,2,0,67,add,183.447,0
45,10,64,2,0,69,add,186.695,0
45,10,64,2,0,70,add,190.05,0
45,10,64,2,0,72,add,193.377,0
45,10,64,2,0,73,add,196.704,0
45,10,64,2,0,75,add,200.025,0
45,10,64,2,0,77,add,203.348,0
45,10,64,2,0,78,add,206.68,0
45,10,64,2,0,80,add,210.021,0
45,10,64,2,0,81,add,213.341,0
45,10,64,2,0,83,add,216.668,0
45,10,64,2,0,84,add,219.999,0
45,10,64,2,0,86,add,223.33,0
45,10,64,2,0,88,add,226.65,0
45,10,64,2,0,89,add,229.98,0
45,10,64,2,0,91,add,233.311,0
45,10,64,2,0,92,add,236.637,0
45,10,64,2,0,94,add,239.957,0
45,10,64,2,0,95,add,243.284,0
45,10,64,2,0,97,add,246.612,0
45,10,64,2,0,98,add,249.939,0
45,10,64,2,0,100,add,253.268,0
