technology [nm],latency [ns],datawidth,n_inputs,num_pipeline_stages,toggling activity [%],action,energy [fJ],area [um^2]
45,10,8,2,0,12,add,10.0498,0
45,10,8,2,0,25,add,13.3624,0
45,10,8,2,0,38,add,16.6844,0
45,10,8,2,0,50,add,20.011,0
45,10,8,2,0,62,add,23.3404,0
45,10,8,2,0,75,add,26.6599,0
45,10,8,2,0,88,add,29.9855,0
45,10,8,2,0,100,add,33.3101,0
45,10,9,2,0,11,add,10.9263,0
45,10,9,2,0,22,add,14.2525,0
45,10,9,2,0,33,add,17.574,0
45,10,9,2,0,44,add,20.8995,0
45,10,9,2,0,56,add,24.2236,0
45,10,9,2,0,67,add,27.5663,0
45,10,9,2,0,78,add,30.8772,0
45,10,9,2,0,89,add,34.2044,0
45,10,9,2,0,100,add,37.5302,0
45,10,10,2,0,10,add,11.5383,0
45,10,10,2,0,20,add,14.8636,0
45,10,10,2,0,30,add,18.1907,0
45,10,10,2,0,40,add,21.5165,0
45,10,10,2,0,50,add,24.843,0
45,10,10,2,0,60,add,28.1691,0
45,10,10,2,0,70,add,31.4962,0
45,10,10,2,0,80,add,34.8226,0
45,10,10,2,0,90,add,38.149,0
45,10,10,2,0,100,add,41.476,0
45,10,11,2,0,9,add,12.276,0
45,10,11,2,0,18,add,15.6062,0
45,10,11,2,0,27,add,18.9319,0
45,10,11,2,0,36,add,22.2625,0
45,10,11,2,0,45,add,25.5877,0
45,10,11,2,0,55,add,28.9155,0
45,10,11,2,0,64,add,32.2398,0
45,10,11,2,0,73,add,35.5675,0
45,10,11,2,0,82,add,38.891,0
45,10,11,2,0,91,add,42.2169,0
45,10,11,2,0,100,add,45.5424,0
45,10,12,2,0,8,add,12.7552,0
45,10,12,2,0,17,add,16.0921,0
45,10,12,2,0,25,add,19.4272,0
45,10,12,2,0,33,add,22.7584,0
45,10,12,2,0,42,add,26.0806,0
45,10,12,2,0,50,add,29.4032,0
45,10,12,2,0,58,add,32.7274,0
45,10,12,2,0,67,add,36.072,0
45,10,12,2,0,75,add,39.3816,0
45,10,12,2,0,83,add,42.7065,0
45,10,12,2,0,92,add,46.0326,0
45,10,12,2,0,100,add,49.359,0
45,10,13,2,0,8,add,13.5583,0
45,10,13,2,0,15,add,16.908,0
45,10,13,2,0,23,add,20.2447,0
45,10,13,2,0,31,add,23.5663,0
45,10,13,2,0,38,add,26.8824,0
45,10,13,2,0,46,add,30.2121,0
45,10,13,2,0,54,add,33.5409,0
45,10,13,2,0,62,add,36.8675,0
45,10,13,2,0,69,add,40.1871,0
45,10,13,2,0,77,add,43.5187,0
45,10,13,2,0,85,add,46.8443,0
45,10,13,2,0,92,add,50.1713,0
45,10,13,2,0,100,add,53.4966,0
45,10,14,2,0,7,add,14.2977,0
45,10,14,2,0,14,add,17.6625,0
45,10,14,2,0,21,add,20.9872,0
45,10,14,2,0,29,add,24.3014,0
45,10,14,2,0,36,add,27.6327,0
45,10,14,2,0,43,add,30.9653,0
45,10,14,2,0,50,add,34.2863,0
45,10,14,2,0,57,add,37.6098,0
45,10,14,2,0,64,add,40.9369,0
45,10,14,2,0,71,add,44.2684,0
45,10,14,2,0,79,add,47.5899,0
45,10,14,2,0,86,add,50.9188,0
45,10,14,2,0,93,add,54.2464,0
45,10,14,2,0,100,add,57.5733,0
45,10,15,2,0,7,add,14.9819,0
45,10,15,2,0,13,add,18.3553,0
45,10,15,2,0,20,add,21.6634,0
45,10,15,2,0,27,add,24.9825,0
45,10,15,2,0,33,add,28.3236,0
45,10,15,2,0,40,add,31.6528,0
45,10,15,2,0,47,add,34.9646,0
45,10,15,2,0,53,add,38.2986,0
45,10,15,2,0,60,add,41.6199,0
45,10,15,2,0,67,add,44.97,0
45,10,15,2,0,73,add,48.2733,0
45,10,15,2,0,80,add,51.6091,0
45,10,15,2,0,87,add,54.9241,0
45,10,15,2,0,93,add,58.252,0
45,10,15,2,0,100,add,61.5776,0
45,10,16,2,0,6,add,15.6592,0
45,10,16,2,0,12,add,19.0383,0
45,10,16,2,0,19,add,22.3318,0
45,10,16,2,0,25,add,25.6693,0
45,10,16,2,0,31,add,28.9995,0
45,10,16,2,0,38,add,32.3164,0
45,10,16,2,0,44,add,35.6497,0
45,10,16,2,0,50,add,38.9721,0
45,10,16,2,0,56,add,42.2991,0
45,10,16,2,0,62,add,45.6312,0
45,10,16,2,0,69,add,48.9452,0
45,10,16,2,0,75,add,52.2767,0
45,10,16,2,0,81,add,55.6043,0
45,10,16,2,0,88,add,58.9298,0
45,10,16,2,0,94,add,62.256,0
45,10,16,2,0,100,add,65.5828,0
45,10,17,2,0,6,add,16.4035,0
45,10,17,2,0,12,add,19.7802,0
45,10,17,2,0,18,add,23.0693,0
45,10,17,2,0,24,add,26.4214,0
45,10,17,2,0,29,add,29.7305,0
45,10,17,2,0,35,add,33.0618,0
45,10,17,2,0,41,add,36.3926,0
45,10,17,2,0,47,add,39.7106,0
45,10,17,2,0,53,add,43.0433,0
45,10,17,2,0,59,add,46.3673,0
45,10,17,2,0,65,add,49.6898,0
45,10,17,2,0,71,add,53.0225,0
45,10,17,2,0,76,add,56.3423,0
45,10,17,2,0,82,add,59.6735,0
45,10,17,2,0,88,add,62.9956,0
45,10,17,2,0,94,add,66.3244,0
45,10,17,2,0,100,add,69.65,0
45,10,18,2,0,6,add,17.154,0
45,10,18,2,0,11,add,20.5228,0
45,10,18,2,0,17,add,23.8149,0
45,10,18,2,0,22,add,27.1718,0
45,10,18,2,0,28,add,30.4763,0
45,10,18,2,0,33,add,33.8202,0
45,10,18,2,0,39,add,37.1341,0
45,10,18,2,0,44,add,40.4687,0
45,10,18,2,0,50,add,43.7927,0
45,10,18,2,0,56,add,47.1196,0
45,10,18,2,0,61,add,50.4457,0
45,10,18,2,0,67,add,53.7993,0
45,10,18,2,0,72,add,57.098,0
45,10,18,2,0,78,add,60.4275,0
45,10,18,2,0,83,add,63.7544,0
45,10,18,2,0,89,add,67.0818,0
45,10,18,2,0,94,add,70.407,0
45,10,18,2,0,100,add,73.735,0
45,10,19,2,0,5,add,17.7174,0
45,10,19,2,0,11,add,21.0704,0
45,10,19,2,0,16,add,24.3739,0
45,10,19,2,0,21,add,27.7229,0
45,10,19,2,0,26,add,31.0306,0
45,10,19,2,0,32,add,34.3753,0
45,10,19,2,0,37,add,37.6862,0
45,10,19,2,0,42,add,41.0277,0
45,10,19,2,0,47,add,44.3411,0
45,10,19,2,0,53,add,47.6802,0
45,10,19,2,0,58,add,50.9941,0
45,10,19,2,0,63,add,54.3326,0
45,10,19,2,0,68,add,57.6516,0
45,10,19,2,0,74,add,60.9851,0
45,10,19,2,0,79,add,64.3053,0
45,10,19,2,0,84,add,67.6375,0
45,10,19,2,0,89,add,70.9602,0
45,10,19,2,0,95,add,74.2899,0
45,10,19,2,0,100,add,77.6162,0
45,10,20,2,0,5,add,18.281,0
45,10,20,2,0,10,add,21.6127,0
45,10,20,2,0,15,add,24.9377,0
45,10,20,2,0,20,add,28.2673,0
45,10,20,2,0,25,add,31.5939,0
45,10,20,2,0,30,add,34.9227,0
45,10,20,2,0,35,add,38.2489,0
45,10,20,2,0,40,add,41.5892,0
45,10,20,2,0,45,add,44.9022,0
45,10,20,2,0,50,add,48.2328,0
45,10,20,2,0,55,add,51.5602,0
45,10,20,2,0,60,add,54.8866,0
45,10,20,2,0,65,add,58.2137,0
45,10,20,2,0,70,add,61.542,0
45,10,20,2,0,75,add,64.8695,0
45,10,20,2,0,80,add,68.2085,0
45,10,20,2,0,85,add,71.5244,0
45,10,20,2,0,90,add,74.8526,0
45,10,20,2,0,95,add,78.1791,0
45,10,20,2,0,100,add,81.5079,0
45,10,21,2,0,5,add,18.9738,0
45,10,21,2,0,10,add,22.279,0
45,10,21,2,0,14,add,25.6295,0
45,10,21,2,0,19,add,28.9349,0
45,10,21,2,0,24,add,32.2822,0
45,10,21,2,0,29,add,35.5983,0
45,10,21,2,0,33,add,38.9372,0
45,10,21,2,0,38,add,42.2465,0
45,10,21,2,0,43,add,45.5903,0
45,10,21,2,0,48,add,48.901,0
45,10,21,2,0,52,add,52.2429,0
45,10,21,2,0,57,add,55.565,0
45,10,21,2,0,62,add,58.8961,0
45,10,21,2,0,67,add,62.2512,0
45,10,21,2,0,71,add,65.5487,0
45,10,21,2,0,76,add,68.8676,0
45,10,21,2,0,81,add,72.2009,0
45,10,21,2,0,86,add,75.5309,0
45,10,21,2,0,90,add,78.8524,0
45,10,21,2,0,95,add,82.1784,0
45,10,21,2,0,100,add,85.5073,0
45,10,22,2,0,5,add,19.6724,0
45,10,22,2,0,9,add,22.9524,0
45,10,22,2,0,14,add,26.3238,0
45,10,22,2,0,18,add,29.6122,0
45,10,22,2,0,23,add,32.9703,0
45,10,22,2,0,27,add,36.2698,0
45,10,22,2,0,32,add,39.6228,0
45,10,22,2,0,36,add,42.9306,0
45,10,22,2,0,41,add,46.2703,0
45,10,22,2,0,45,add,49.588,0
45,10,22,2,0,50,add,52.919,0
45,10,22,2,0,55,add,56.2461,0
45,10,22,2,0,59,add,59.5743,0
45,10,22,2,0,64,add,62.9001,0
45,10,22,2,0,68,add,66.2321,0
45,10,22,2,0,73,add,69.5542,0
45,10,22,2,0,77,add,72.8831,0
45,10,22,2,0,82,add,76.2081,0
45,10,22,2,0,86,add,79.5377,0
45,10,22,2,0,91,add,82.8632,0
45,10,22,2,0,95,add,86.1885,0
45,10,22,2,0,100,add,89.5174,0
45,10,23,2,0,4,add,20.4349,0
45,10,23,2,0,9,add,23.6877,0
45,10,23,2,0,13,add,27.0757,0
45,10,23,2,0,17,add,30.3521,0
45,10,23,2,0,22,add,33.7179,0
45,10,23,2,0,26,add,37.0138,0
45,10,23,2,0,30,add,40.3546,0
45,10,23,2,0,35,add,43.6796,0
45,10,23,2,0,39,add,47.003,0
45,10,23,2,0,43,add,50.3353,0
45,10,23,2,0,48,add,53.6499,0
45,10,23,2,0,52,add,56.9892,0
45,10,23,2,0,57,add,60.3054,0
45,10,23,2,0,61,add,63.6338,0
45,10,23,2,0,65,add,66.9602,0
45,10,23,2,0,70,add,70.2831,0
45,10,23,2,0,74,add,73.6178,0
45,10,23,2,0,78,add,76.9377,0
45,10,23,2,0,83,add,80.2685,0
45,10,23,2,0,87,add,83.5904,0
45,10,23,2,0,91,add,86.92,0
45,10,23,2,0,96,add,90.243,0
45,10,23,2,0,100,add,93.5719,0
45,10,24,2,0,4,add,21.2545,0
45,10,24,2,0,8,add,24.4858,0
45,10,24,2,0,12,add,27.8866,0
45,10,24,2,0,17,add,31.1586,0
45,10,24,2,0,21,add,34.5164,0
45,10,24,2,0,25,add,37.8309,0
45,10,24,2,0,29,add,41.1529,0
45,10,24,2,0,33,add,44.4944,0
45,10,24,2,0,38,add,47.7997,0
45,10,24,2,0,42,add,51.1403,0
45,10,24,2,0,46,add,54.4553,0
45,10,24,2,0,50,add,57.7863,0
45,10,24,2,0,54,add,61.1164,0
45,10,24,2,0,58,add,64.4326,0
45,10,24,2,0,63,add,67.7717,0
45,10,24,2,0,67,add,71.1269,0
45,10,24,2,0,71,add,74.42,0
45,10,24,2,0,75,add,77.7409,0
45,10,24,2,0,79,add,81.0676,0
45,10,24,2,0,83,add,84.3923,0
45,10,24,2,0,88,add,87.7191,0
45,10,24,2,0,92,add,91.0443,0
45,10,24,2,0,96,add,94.3676,0
45,10,24,2,0,100,add,97.6965,0
45,10,25,2,0,4,add,21.7578,0
45,10,25,2,0,8,add,24.9678,0
45,10,25,2,0,12,add,28.3805,0
45,10,25,2,0,16,add,31.6535,0
45,10,25,2,0,20,add,34.9987,0
45,10,25,2,0,24,add,38.3339,0
45,10,25,2,0,28,add,41.6375,0
45,10,25,2,0,32,add,44.9874,0
45,10,25,2,0,36,add,48.2969,0
45,10,25,2,0,40,add,51.6422,0
45,10,25,2,0,44,add,54.9614,0
45,10,25,2,0,48,add,58.2727,0
45,10,25,2,0,52,add,61.613,0
45,10,25,2,0,56,add,64.9266,0
45,10,25,2,0,60,add,68.2587,0
45,10,25,2,0,64,add,71.5807,0
45,10,25,2,0,68,add,74.9195,0
45,10,25,2,0,72,add,78.2389,0
45,10,25,2,0,76,add,81.5573,0
45,10,25,2,0,80,add,84.9019,0
45,10,25,2,0,84,add,88.2177,0
45,10,25,2,0,88,add,91.5383,0
45,10,25,2,0,92,add,94.8664,0
45,10,25,2,0,96,add,98.1903,0
45,10,25,2,0,100,add,101.519,0
45,10,26,2,0,4,add,22.1338,0
45,10,26,2,0,8,add,25.3239,0
45,10,26,2,0,12,add,28.7411,0
45,10,26,2,0,15,add,32.0276,0
45,10,26,2,0,19,add,35.3506,0
45,10,26,2,0,23,add,38.7027,0
45,10,26,2,0,27,add,42,0
45,10,26,2,0,31,add,45.3448,0
45,10,26,2,0,35,add,48.6665,0
45,10,26,2,0,38,add,51.9802,0
45,10,26,2,0,42,add,55.3269,0
45,10,26,2,0,46,add,58.6369,0
45,10,26,2,0,50,add,61.9692,0
45,10,26,2,0,54,add,65.2988,0
45,10,26,2,0,58,add,68.614,0
45,10,26,2,0,62,add,71.949,0
45,10,26,2,0,65,add,75.2771,0
45,10,26,2,0,69,add,78.5919,0
45,10,26,2,0,73,add,81.9255,0
45,10,26,2,0,77,add,85.2484,0
45,10,26,2,0,81,add,88.5799,0
45,10,26,2,0,85,add,91.9021,0
45,10,26,2,0,88,add,95.2304,0
45,10,26,2,0,92,add,98.5546,0
45,10,26,2,0,96,add,101.878,0
45,10,26,2,0,100,add,105.207,0
45,10,27,2,0,4,add,23.012,0
45,10,27,2,0,7,add,26.1847,0
45,10,27,2,0,11,add,29.6032,0
45,10,27,2,0,15,add,32.9045,0
45,10,27,2,0,19,add,36.2086,0
45,10,27,2,0,22,add,39.5802,0
45,10,27,2,0,26,add,42.8672,0
45,10,27,2,0,30,add,46.2005,0
45,10,27,2,0,33,add,49.5426,0
45,10,27,2,0,37,add,52.8431,0
45,10,27,2,0,41,add,56.1882,0
45,10,27,2,0,44,add,59.5173,0
45,10,27,2,0,48,add,62.8265,0
45,10,27,2,0,52,add,66.1646,0
45,10,27,2,0,56,add,69.4837,0
45,10,27,2,0,59,add,72.8097,0
45,10,27,2,0,63,add,76.1449,0
45,10,27,2,0,67,add,79.4991,0
45,10,27,2,0,70,add,82.7903,0
45,10,27,2,0,74,add,86.1161,0
45,10,27,2,0,78,add,89.4378,0
45,10,27,2,0,81,add,92.7607,0
45,10,27,2,0,85,add,96.0907,0
45,10,27,2,0,89,add,99.4221,0
45,10,27,2,0,93,add,102.741,0
45,10,27,2,0,96,add,106.064,0
45,10,27,2,0,100,add,109.393,0
45,10,28,2,0,4,add,23.7771,0
45,10,28,2,0,7,add,26.9301,0
45,10,28,2,0,11,add,30.3467,0
45,10,28,2,0,14,add,33.6664,0
45,10,28,2,0,18,add,36.952,0
45,10,28,2,0,21,add,40.3164,0
45,10,28,2,0,25,add,43.6283,0
45,10,28,2,0,29,add,46.9511,0
45,10,28,2,0,32,add,50.2942,0
45,10,28,2,0,36,add,53.6001,0
45,10,28,2,0,39,add,56.9331,0
45,10,28,2,0,43,add,60.2673,0
45,10,28,2,0,46,add,63.5735,0
45,10,28,2,0,50,add,66.9088,0
45,10,28,2,0,54,add,70.2408,0
45,10,28,2,0,57,add,73.5605,0
45,10,28,2,0,61,add,76.8851,0
45,10,28,2,0,64,add,80.2056,0
45,10,28,2,0,68,add,83.5502,0
45,10,28,2,0,71,add,86.8679,0
45,10,28,2,0,75,add,90.1895,0
45,10,28,2,0,79,add,93.5089,0
45,10,28,2,0,82,add,96.8414,0
45,10,28,2,0,86,add,100.172,0
45,10,28,2,0,89,add,103.494,0
45,10,28,2,0,93,add,106.818,0
45,10,28,2,0,96,add,110.141,0
45,10,28,2,0,100,add,113.469,0
45,10,29,2,0,3,add,24.1672,0
45,10,29,2,0,7,add,27.2999,0
45,10,29,2,0,10,add,30.7076,0
45,10,29,2,0,14,add,34.0475,0
45,10,29,2,0,17,add,37.3188,0
45,10,29,2,0,21,add,40.6821,0
45,10,29,2,0,24,add,44.0118,0
45,10,29,2,0,28,add,47.3056,0
45,10,29,2,0,31,add,50.6578,0
45,10,29,2,0,34,add,53.9802,0
45,10,29,2,0,38,add,57.2917,0
45,10,29,2,0,41,add,60.6302,0
45,10,29,2,0,45,add,63.959,0
45,10,29,2,0,48,add,67.2715,0
45,10,29,2,0,52,add,70.6107,0
45,10,29,2,0,55,add,73.9287,0
45,10,29,2,0,59,add,77.2515,0
45,10,29,2,0,62,add,80.5874,0
45,10,29,2,0,66,add,83.9128,0
45,10,29,2,0,69,add,87.2274,0
45,10,29,2,0,72,add,90.5607,0
45,10,29,2,0,76,add,93.8822,0
45,10,29,2,0,79,add,97.2135,0
45,10,29,2,0,83,add,100.538,0
45,10,29,2,0,86,add,103.862,0
45,10,29,2,0,90,add,107.187,0
45,10,29,2,0,93,add,110.513,0
45,10,29,2,0,97,add,113.836,0
45,10,29,2,0,100,add,117.165,0
45,10,30,2,0,3,add,24.791,0
45,10,30,2,0,7,add,27.9115,0
45,10,30,2,0,10,add,31.3093,0
45,10,30,2,0,13,add,34.6699,0
45,10,30,2,0,17,add,37.9324,0
45,10,30,2,0,20,add,41.2884,0
45,10,30,2,0,23,add,44.634,0
45,10,30,2,0,27,add,47.9249,0
45,10,30,2,0,30,add,51.2682,0
45,10,30,2,0,33,add,54.6083,0
45,10,30,2,0,37,add,57.9065,0
45,10,30,2,0,40,add,61.2641,0
45,10,30,2,0,43,add,64.5809,0
45,10,30,2,0,47,add,67.8877,0
45,10,30,2,0,50,add,71.2249,0
45,10,30,2,0,53,add,74.5581,0
45,10,30,2,0,57,add,77.8723,0
45,10,30,2,0,60,add,81.2031,0
45,10,30,2,0,63,add,84.5349,0
45,10,30,2,0,67,add,87.8917,0
45,10,30,2,0,70,add,91.182,0
45,10,30,2,0,73,add,94.5087,0
45,10,30,2,0,77,add,97.8318,0
45,10,30,2,0,80,add,101.177,0
45,10,30,2,0,83,add,104.485,0
45,10,30,2,0,87,add,107.808,0
45,10,30,2,0,90,add,111.138,0
45,10,30,2,0,93,add,114.465,0
45,10,30,2,0,97,add,117.788,0
45,10,30,2,0,100,add,121.117,0
45,10,31,2,0,3,add,25.2315,0
45,10,31,2,0,6,add,28.3377,0
45,10,31,2,0,10,add,31.7242,0
45,10,31,2,0,13,add,35.1002,0
45,10,31,2,0,16,add,38.3643,0
45,10,31,2,0,19,add,41.7032,0
45,10,31,2,0,23,add,45.0622,0
45,10,31,2,0,26,add,48.3542,0
45,10,31,2,0,29,add,51.6857,0
45,10,31,2,0,32,add,55.0324,0
45,10,31,2,0,35,add,58.3419,0
45,10,31,2,0,39,add,61.6576,0
45,10,31,2,0,42,add,65.0042,0
45,10,31,2,0,45,add,68.3179,0
45,10,31,2,0,48,add,71.639,0
45,10,31,2,0,52,add,74.9767,0
45,10,31,2,0,55,add,78.2994,0
45,10,31,2,0,58,add,81.6143,0
45,10,31,2,0,61,add,84.9543,0
45,10,31,2,0,65,add,88.2679,0
45,10,31,2,0,68,add,91.6154,0
45,10,31,2,0,71,add,94.9336,0
45,10,31,2,0,74,add,98.2566,0
45,10,31,2,0,77,add,101.576,0
45,10,31,2,0,81,add,104.913,0
45,10,31,2,0,84,add,108.23,0
45,10,31,2,0,87,add,111.553,0
45,10,31,2,0,90,add,114.882,0
45,10,31,2,0,94,add,118.207,0
45,10,31,2,0,97,add,121.53,0
45,10,31,2,0,100,add,124.859,0
45,10,32,2,0,3,add,25.8751,0
45,10,32,2,0,6,add,28.9685,0
45,10,32,2,0,9,add,32.3347,0
45,10,32,2,0,12,add,35.7284,0
45,10,32,2,0,16,add,38.9956,0
45,10,32,2,0,19,add,42.3133,0
45,10,32,2,0,22,add,45.6844,0
45,10,32,2,0,25,add,48.9863,0
45,10,32,2,0,28,add,52.2972,0
45,10,32,2,0,31,add,55.6469,0
45,10,32,2,0,34,add,58.9687,0
45,10,32,2,0,38,add,62.2774,0
45,10,32,2,0,41,add,65.6269,0
45,10,32,2,0,44,add,68.9447,0
45,10,32,2,0,47,add,72.2508,0
45,10,32,2,0,50,add,75.5888,0
45,10,32,2,0,53,add,78.9204,0
45,10,32,2,0,56,add,82.2328,0
45,10,32,2,0,59,add,85.5643,0
45,10,32,2,0,62,add,88.8986,0
45,10,32,2,0,66,add,92.2241,0
45,10,32,2,0,69,add,95.5334,0
45,10,32,2,0,72,add,98.8681,0
45,10,32,2,0,75,add,102.191,0
45,10,32,2,0,78,add,105.513,0
45,10,32,2,0,81,add,108.841,0
45,10,32,2,0,84,add,112.171,0
45,10,32,2,0,88,add,115.49,0
45,10,32,2,0,91,add,118.82,0
45,10,32,2,0,94,add,122.143,0
45,10,32,2,0,97,add,125.464,0
45,10,32,2,0,100,add,128.793,0
45,10,33,2,0,3,add,26.4449,0
45,10,33,2,0,6,add,29.5277,0
45,10,33,2,0,9,add,32.8796,0
45,10,33,2,0,12,add,36.2862,0
45,10,33,2,0,15,add,39.5647,0
45,10,33,2,0,18,add,42.8677,0
45,10,33,2,0,21,add,46.2352,0
45,10,33,2,0,24,add,49.5536,0
45,10,33,2,0,27,add,52.8459,0
45,10,33,2,0,30,add,56.1965,0
45,10,33,2,0,33,add,59.535,0
45,10,33,2,0,36,add,62.8383,0
45,10,33,2,0,39,add,66.1745,0
45,10,33,2,0,42,add,69.5096,0
45,10,33,2,0,45,add,72.8158,0
45,10,33,2,0,48,add,76.1385,0
45,10,33,2,0,52,add,79.4786,0
45,10,33,2,0,55,add,82.8034,0
45,10,33,2,0,58,add,86.1162,0
45,10,33,2,0,61,add,89.4474,0
45,10,33,2,0,64,add,92.7733,0
45,10,33,2,0,67,add,96.1336,0
45,10,33,2,0,70,add,99.421,0
45,10,33,2,0,73,add,102.756,0
45,10,33,2,0,76,add,106.071,0
45,10,33,2,0,79,add,109.394,0
45,10,33,2,0,82,add,112.724,0
45,10,33,2,0,85,add,116.051,0
45,10,33,2,0,88,add,119.374,0
45,10,33,2,0,91,add,122.707,0
45,10,33,2,0,94,add,126.027,0
45,10,33,2,0,97,add,129.349,0
45,10,33,2,0,100,add,132.678,0
45,10,34,2,0,3,add,26.8329,0
45,10,34,2,0,6,add,29.906,0
45,10,34,2,0,9,add,33.2414,0
45,10,34,2,0,12,add,36.6566,0
45,10,34,2,0,15,add,39.9469,0
45,10,34,2,0,18,add,43.2282,0
45,10,34,2,0,21,add,46.5968,0
45,10,34,2,0,24,add,49.9346,0
45,10,34,2,0,26,add,53.2241,0
45,10,34,2,0,29,add,56.5573,0
45,10,34,2,0,32,add,59.9066,0
45,10,34,2,0,35,add,63.2166,0
45,10,34,2,0,38,add,66.5307,0
45,10,34,2,0,41,add,69.8754,0
45,10,34,2,0,44,add,73.2035,0
45,10,34,2,0,47,add,76.5082,0
45,10,34,2,0,50,add,79.8443,0
45,10,34,2,0,53,add,83.1794,0
45,10,34,2,0,56,add,86.4925,0
45,10,34,2,0,59,add,89.8195,0
45,10,34,2,0,62,add,93.1514,0
45,10,34,2,0,65,add,96.4644,0
45,10,34,2,0,68,add,99.8151,0
45,10,34,2,0,71,add,103.129,0
45,10,34,2,0,74,add,106.455,0
45,10,34,2,0,76,add,109.769,0
45,10,34,2,0,79,add,113.105,0
45,10,34,2,0,82,add,116.428,0
45,10,34,2,0,85,add,119.754,0
45,10,34,2,0,88,add,123.074,0
45,10,34,2,0,91,add,126.407,0
45,10,34,2,0,94,add,129.729,0
45,10,34,2,0,97,add,133.05,0
45,10,34,2,0,100,add,136.379,0
45,10,35,2,0,3,add,27.3405,0
45,10,35,2,0,6,add,30.4054,0
45,10,35,2,0,9,add,33.7212,0
45,10,35,2,0,11,add,37.1458,0
45,10,35,2,0,14,add,40.4516,0
45,10,35,2,0,17,add,43.7191,0
45,10,35,2,0,20,add,47.0793,0
45,10,35,2,0,23,add,50.429,0
45,10,35,2,0,26,add,53.7214,0
45,10,35,2,0,29,add,57.0474,0
45,10,35,2,0,31,add,60.3947,0
45,10,35,2,0,34,add,63.7149,0
45,10,35,2,0,37,add,67.0168,0
45,10,35,2,0,40,add,70.379,0
45,10,35,2,0,43,add,73.6989,0
45,10,35,2,0,46,add,77.0049,0
45,10,35,2,0,49,add,80.3271,0
45,10,35,2,0,51,add,83.6646,0
45,10,35,2,0,54,add,86.9877,0
45,10,35,2,0,57,add,90.3076,0
45,10,35,2,0,60,add,93.6363,0
45,10,35,2,0,63,add,96.9696,0
45,10,35,2,0,66,add,100.298,0
45,10,35,2,0,69,add,103.606,0
45,10,35,2,0,71,add,106.945,0
45,10,35,2,0,74,add,110.268,0
45,10,35,2,0,77,add,113.583,0
45,10,35,2,0,80,add,116.934,0
45,10,35,2,0,83,add,120.241,0
45,10,35,2,0,86,add,123.568,0
45,10,35,2,0,89,add,126.89,0
45,10,35,2,0,91,add,130.216,0
45,10,35,2,0,94,add,133.541,0
45,10,35,2,0,97,add,136.863,0
45,10,35,2,0,100,add,140.191,0
45,10,36,2,0,3,add,28.1022,0
45,10,36,2,0,6,add,31.1646,0
45,10,36,2,0,8,add,34.4606,0
45,10,36,2,0,11,add,37.8903,0
45,10,36,2,0,14,add,41.2097,0
45,10,36,2,0,17,add,44.4728,0
45,10,36,2,0,19,add,47.8206,0
45,10,36,2,0,22,add,51.189,0
45,10,36,2,0,25,add,54.4836,0
45,10,36,2,0,28,add,57.7873,0
45,10,36,2,0,31,add,61.1461,0
45,10,36,2,0,33,add,64.4778,0
45,10,36,2,0,36,add,67.7788,0
45,10,36,2,0,39,add,71.1031,0
45,10,36,2,0,42,add,74.4492,0
45,10,36,2,0,44,add,77.7803,0
45,10,36,2,0,47,add,81.0801,0
45,10,36,2,0,50,add,84.4187,0
45,10,36,2,0,53,add,87.7557,0
45,10,36,2,0,56,add,91.0715,0
45,10,36,2,0,58,add,94.3884,0
45,10,36,2,0,61,add,97.7239,0
45,10,36,2,0,64,add,101.049,0
45,10,36,2,0,67,add,104.418,0
45,10,36,2,0,69,add,107.696,0
45,10,36,2,0,72,add,111.027,0
45,10,36,2,0,75,add,114.355,0
45,10,36,2,0,78,add,117.679,0
45,10,36,2,0,81,add,121.02,0
45,10,36,2,0,83,add,124.332,0
45,10,36,2,0,86,add,127.66,0
45,10,36,2,0,89,add,130.99,0
45,10,36,2,0,92,add,134.311,0
45,10,36,2,0,94,add,137.636,0
45,10,36,2,0,97,add,140.959,0
45,10,36,2,0,100,add,144.288,0
45,10,37,2,0,3,add,28.6831,0
45,10,37,2,0,5,add,31.739,0
45,10,37,2,0,8,add,35.0172,0
45,10,37,2,0,11,add,38.4455,0
45,10,37,2,0,14,add,41.7831,0
45,10,37,2,0,16,add,45.0422,0
45,10,37,2,0,19,add,48.3721,0
45,10,37,2,0,22,add,51.7434,0
45,10,37,2,0,24,add,55.0585,0
45,10,37,2,0,27,add,58.3499,0
45,10,37,2,0,30,add,61.6931,0
45,10,37,2,0,32,add,65.0417,0
45,10,37,2,0,35,add,68.3493,0
45,10,37,2,0,38,add,71.6637,0
45,10,37,2,0,41,add,75.0223,0
45,10,37,2,0,43,add,78.3417,0
45,10,37,2,0,46,add,81.6557,0
45,10,37,2,0,49,add,84.9762,0
45,10,37,2,0,51,add,88.3179,0
45,10,37,2,0,54,add,91.6398,0
45,10,37,2,0,57,add,94.9611,0
45,10,37,2,0,59,add,98.2872,0
45,10,37,2,0,62,add,101.621,0
45,10,37,2,0,65,add,104.935,0
45,10,37,2,0,68,add,108.287,0
45,10,37,2,0,70,add,111.598,0
45,10,37,2,0,73,add,114.924,0
45,10,37,2,0,76,add,118.246,0
45,10,37,2,0,78,add,121.568,0
45,10,37,2,0,81,add,124.904,0
45,10,37,2,0,84,add,128.227,0
45,10,37,2,0,86,add,131.549,0
45,10,37,2,0,89,add,134.879,0
