,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,47.69,49.23,48.2,14632.9
1,add1,48.46,49.92,48.94,14913.5
2,add2,48.79,49.76,49.11,14956.6
3,mul0,50.01,47.76,48.89,153149.0
4,mul1,50.04,47.63,48.83,153189.0
5,mul2,50.03,47.69,48.86,152919.0
6,mul3,49.96,47.68,48.82,152960.0
7,reg_Q0,47.76,47.76,47.76,18548.0
8,reg_Q1,49.23,49.23,49.23,18707.0
9,reg_Q2,49.92,49.92,49.92,18795.0
10,reg_Y,49.76,49.76,49.76,17978.0
11,zfir_12bit,50.01,49.76,49.76,769582.0
