,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,42.76,47.21,44.24,13746.4
1,add1,45.08,48.44,46.2,14327.3
2,add2,45.63,48.93,46.73,14445.0
3,mul0,19.88,42.75,31.32,64651.0
4,mul1,19.94,42.77,31.36,64760.0
5,mul2,19.92,42.96,31.44,65174.3
6,mul3,19.96,42.81,31.39,64280.5
7,reg_Q0,42.75,42.75,42.75,17909.0
8,reg_Q1,47.21,47.21,47.21,18454.0
9,reg_Q2,48.44,48.44,48.44,18608.0
10,reg_Y,48.93,48.93,48.93,17892.0
11,zfir_12bit,19.88,48.93,48.93,392758.0
