,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,49.48,50.59,49.85,14960.1
1,add1,50.01,49.57,49.86,15133.0
2,add2,49.5,50.1,49.7,15135.1
3,mul0,89.96,49.38,69.67,268376.0
4,mul1,89.93,49.58,69.76,268332.0
5,mul2,90.0,49.43,69.72,268841.0
6,mul3,89.97,49.42,69.69,268678.0
7,reg_Q0,49.38,49.38,49.38,18752.0
8,reg_Q1,50.59,50.59,50.59,18879.0
9,reg_Q2,49.57,49.57,49.57,18754.0
10,reg_Y,50.1,50.1,50.1,18015.0
11,zfir_12bit,89.96,50.1,50.1,1259630.0
