,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,48.46,49.64,48.86,14749.6
1,add1,49.0,49.96,49.32,15014.9
2,add2,49.11,49.86,49.36,15027.2
3,mul0,65.86,48.5,57.18,198972.0
4,mul1,65.83,48.43,57.13,198848.0
5,mul2,65.72,48.37,57.05,198333.0
6,mul3,65.7,48.26,56.98,198806.0
7,reg_Q0,48.5,48.5,48.5,18641.0
8,reg_Q1,49.64,49.64,49.64,18763.0
9,reg_Q2,49.96,49.96,49.96,18799.0
10,reg_Y,49.86,49.86,49.86,17990.0
11,zfir_12bit,65.86,49.86,49.86,963446.0
