,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,25.12,35.74,28.66,9155.13
1,add1,30.42,40.69,33.84,10825.4
2,add2,32.84,42.99,36.22,11523.8
3,mul0,4.96,25.04,15.0,18171.3
4,mul1,4.98,25.2,15.09,18347.6
5,mul2,4.96,25.1,15.03,18566.6
6,mul3,4.98,25.0,14.99,18562.6
7,reg_Q0,25.04,25.04,25.04,15657.0
8,reg_Q1,35.74,35.74,35.74,17001.0
9,reg_Q2,40.69,40.69,40.69,17624.0
10,reg_Y,42.99,42.99,42.99,17239.0
11,zfir_12bit,4.96,42.99,42.99,181123.0
