,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,25.23,35.92,28.8,9216.86
1,add1,30.44,40.62,33.84,10830.3
2,add2,32.75,43.11,36.2,11525.3
3,mul0,5.0,25.25,15.13,18732.1
4,mul1,4.99,25.21,15.1,18469.5
5,mul2,4.97,24.97,14.97,18132.3
6,mul3,5.0,24.89,14.94,18352.7
7,reg_Q0,25.25,25.25,25.25,15683.0
8,reg_Q1,35.92,35.92,35.92,17021.0
9,reg_Q2,40.62,40.62,40.62,17619.0
10,reg_Y,43.11,43.11,43.11,17247.0
11,zfir_12bit,5.0,43.11,43.11,181296.0
