,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,33.32,45.81,37.48,11569.4
1,add1,39.56,37.48,38.87,11843.6
2,add2,31.23,45.8,36.09,10323.1
3,mul0,99.96,41.65,70.81,295287.0
4,mul1,99.96,24.99,62.48,293569.0
5,mul2,99.96,33.32,66.64,294752.0
6,mul3,99.96,24.99,62.48,293923.0
7,reg_Q0,41.65,41.65,41.65,18168.0
8,reg_Q1,45.81,45.81,45.81,18673.0
9,reg_Q2,37.48,37.48,37.48,17696.0
10,reg_Y,45.8,45.8,45.8,17598.0
11,zfir_12bit,99.96,45.8,45.8,1355920.0
