,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,35.28,43.12,37.89,11935.0
1,add1,39.17,45.77,41.37,13032.1
2,add2,40.66,47.11,42.81,13423.8
3,mul0,10.0,35.33,22.67,34522.0
4,mul1,10.01,35.23,22.62,34688.6
5,mul2,9.89,35.22,22.55,33999.3
6,mul3,9.96,35.56,22.76,34207.5
7,reg_Q0,35.33,35.33,35.33,16964.0
8,reg_Q1,43.12,43.12,43.12,17937.0
9,reg_Q2,45.77,45.77,45.77,18269.0
10,reg_Y,47.11,47.11,47.11,17689.0
11,zfir_12bit,10.0,47.11,47.11,258500.0
