,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,49.43,50.62,49.83,14959.0
1,add1,49.98,50.0,49.99,15154.3
2,add2,49.72,50.01,49.82,15166.4
3,mul0,89.86,49.47,69.66,268249.0
4,mul1,89.98,49.4,69.69,268642.0
5,mul2,89.92,49.35,69.63,268424.0
6,mul3,89.86,49.46,69.66,268061.0
7,reg_Q0,49.47,49.47,49.47,18765.0
8,reg_Q1,50.62,50.62,50.62,18881.0
9,reg_Q2,50.0,50.0,50.0,18805.0
10,reg_Y,50.01,50.01,50.01,18008.0
11,zfir_12bit,89.86,50.01,50.01,1258880.0
