,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,46.21,48.61,47.01,14406.5
1,add1,47.3,49.4,48.0,14700.1
2,add2,47.78,49.6,48.39,14774.8
3,mul0,33.36,46.2,39.78,104256.0
4,mul1,33.39,46.22,39.81,104346.0
5,mul2,33.17,45.99,39.58,103439.0
6,mul3,33.29,46.16,39.73,103771.0
7,reg_Q0,46.2,46.2,46.2,18345.0
8,reg_Q1,48.61,48.61,48.61,18632.0
9,reg_Q2,49.4,49.4,49.4,18730.0
10,reg_Y,49.6,49.6,49.6,17961.0
11,zfir_12bit,33.36,49.6,49.6,560881.0
