,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,48.49,49.83,48.93,14767.2
1,add1,49.08,49.94,49.36,15014.2
2,add2,49.22,49.97,49.47,15051.8
3,mul0,65.75,48.5,57.13,198343.0
4,mul1,65.8,48.47,57.14,198370.0
5,mul2,65.87,48.34,57.1,198838.0
6,mul3,65.81,48.5,57.16,198339.0
7,reg_Q0,48.5,48.5,48.5,18641.0
8,reg_Q1,49.83,49.83,49.83,18784.0
9,reg_Q2,49.94,49.94,49.94,18800.0
10,reg_Y,49.97,49.97,49.97,18001.0
11,zfir_12bit,65.75,49.97,49.97,962377.0
