,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,46.21,48.63,47.02,14426.7
1,add1,47.31,49.4,48.01,14696.2
2,add2,47.75,49.65,48.39,14774.3
3,mul0,33.51,46.12,39.82,105072.0
4,mul1,33.48,46.31,39.89,105751.0
5,mul2,33.54,46.0,39.77,104880.0
6,mul3,33.32,46.11,39.71,104325.0
7,reg_Q0,46.12,46.12,46.12,18337.0
8,reg_Q1,48.63,48.63,48.63,18635.0
9,reg_Q2,49.4,49.4,49.4,18725.0
10,reg_Y,49.65,49.65,49.65,17967.0
11,zfir_12bit,33.51,49.65,49.65,565251.0
