,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,42.85,46.96,44.22,13750.4
1,add1,44.89,48.44,46.07,14296.9
2,add2,45.71,48.98,46.8,14460.8
3,mul0,19.99,42.87,31.43,64453.3
4,mul1,19.93,42.84,31.39,64350.0
5,mul2,20.07,42.81,31.44,64688.0
6,mul3,19.93,42.98,31.46,64688.4
7,reg_Q0,42.87,42.87,42.87,17923.0
8,reg_Q1,46.96,46.96,46.96,18423.0
9,reg_Q2,48.44,48.44,48.44,18608.0
10,reg_Y,48.98,48.98,48.98,17891.0
11,zfir_12bit,19.99,48.98,48.98,392121.0
