,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,25.24,35.96,28.81,9209.45
1,add1,30.5,40.37,33.79,10808.1
2,add2,32.7,43.22,36.2,11527.6
3,mul0,5.01,25.34,15.17,18319.4
4,mul1,5.01,25.15,15.08,18443.9
5,mul2,5.01,25.05,15.03,18363.7
6,mul3,5.04,25.02,15.03,18677.0
7,reg_Q0,25.34,25.34,25.34,15693.0
8,reg_Q1,35.96,35.96,35.96,17030.0
9,reg_Q2,40.37,40.37,40.37,17586.0
10,reg_Y,43.22,43.22,43.22,17262.0
11,zfir_12bit,5.01,43.22,43.22,181392.0
