,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,35.27,43.33,37.95,11959.2
1,add1,39.25,45.72,41.41,13044.5
2,add2,40.55,47.28,42.79,13410.8
3,mul0,10.04,35.35,22.69,34855.6
4,mul1,9.98,35.19,22.58,34273.4
5,mul2,9.92,35.18,22.55,34128.9
6,mul3,10.07,35.38,22.73,34784.4
7,reg_Q0,35.35,35.35,35.35,16966.0
8,reg_Q1,43.33,43.33,43.33,17964.0
9,reg_Q2,45.72,45.72,45.72,18263.0
10,reg_Y,47.28,47.28,47.28,17707.0
11,zfir_12bit,10.04,47.28,47.28,259198.0
