,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,48.31,49.84,48.82,14735.7
1,add1,49.2,49.69,49.36,15018.0
2,add2,49.09,49.88,49.35,15022.1
3,mul0,65.75,48.39,57.07,198572.0
4,mul1,65.78,48.24,57.01,198280.0
5,mul2,65.95,48.57,57.26,198733.0
6,mul3,65.78,48.48,57.13,198656.0
7,reg_Q0,48.39,48.39,48.39,18627.0
8,reg_Q1,49.84,49.84,49.84,18783.0
9,reg_Q2,49.69,49.69,49.69,18767.0
10,reg_Y,49.88,49.88,49.88,17993.0
11,zfir_12bit,65.75,49.88,49.88,962649.0
