,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,44.47,48.02,45.66,14108.1
1,add1,46.26,49.1,47.21,14567.2
2,add2,46.65,49.26,47.52,14609.8
3,mul0,24.89,44.54,34.71,79314.3
4,mul1,25.0,44.41,34.71,79653.6
5,mul2,24.97,44.51,34.74,79440.6
6,mul3,24.94,44.21,34.58,79494.9
7,reg_Q0,44.54,44.54,44.54,18135.0
8,reg_Q1,48.02,48.02,48.02,18559.0
9,reg_Q2,49.1,49.1,49.1,18689.0
10,reg_Y,49.26,49.26,49.26,17925.0
11,zfir_12bit,24.89,49.26,49.26,456415.0
