,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,45.81,70.8,54.14,16805.2
1,add1,58.3,58.3,58.3,16518.3
2,add2,39.56,49.97,43.03,12999.9
3,mul0,99.96,33.32,66.64,294957.0
4,mul1,99.96,58.31,79.14,297265.0
5,mul2,99.96,45.82,72.89,296708.0
6,mul3,99.96,20.83,60.39,293436.0
7,reg_Q0,33.32,33.32,33.32,17170.0
8,reg_Q1,70.8,70.8,70.8,21650.0
9,reg_Q2,58.3,58.3,58.3,20170.0
10,reg_Y,49.97,49.97,49.97,18057.0
11,zfir_12bit,99.96,49.97,49.97,1378260.0
