,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,31.24,33.32,31.93,10042.2
1,add1,45.81,58.3,49.97,13769.9
2,add2,58.3,54.13,56.91,18327.6
3,mul0,99.96,37.49,68.72,295516.0
4,mul1,99.96,24.99,62.48,293960.0
5,mul2,99.96,58.31,79.14,298214.0
6,mul3,99.96,58.31,79.14,297904.0
7,reg_Q0,37.49,37.49,37.49,17673.0
8,reg_Q1,33.32,33.32,33.32,17158.0
9,reg_Q2,58.3,58.3,58.3,20159.0
10,reg_Y,54.13,54.13,54.13,18495.0
11,zfir_12bit,99.96,54.13,54.13,1373740.0
