,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,47.75,49.25,48.25,14647.7
1,add1,48.46,49.69,48.87,14888.1
2,add2,48.75,49.86,49.12,14961.7
3,mul0,50.0,47.85,48.93,152909.0
4,mul1,49.9,47.66,48.78,152526.0
5,mul2,49.95,47.67,48.81,152881.0
6,mul3,49.89,47.81,48.85,152861.0
7,reg_Q0,47.85,47.85,47.85,18559.0
8,reg_Q1,49.25,49.25,49.25,18712.0
9,reg_Q2,49.69,49.69,49.69,18766.0
10,reg_Y,49.86,49.86,49.86,17990.0
11,zfir_12bit,50.0,49.86,49.86,768463.0
