,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,48.45,49.7,48.86,14759.0
1,add1,49.13,50.09,49.45,15045.3
2,add2,49.26,50.01,49.51,15069.8
3,mul0,65.84,48.41,57.13,198906.0
4,mul1,65.71,48.48,57.1,198329.0
5,mul2,65.84,48.57,57.21,198488.0
6,mul3,65.85,48.42,57.14,198835.0
7,reg_Q0,48.41,48.41,48.41,18628.0
8,reg_Q1,49.7,49.7,49.7,18769.0
9,reg_Q2,50.09,50.09,50.09,18817.0
10,reg_Y,50.01,50.01,50.01,18008.0
11,zfir_12bit,65.84,50.01,50.01,963148.0
