,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,52.06,45.81,49.98,14601.9
1,add1,52.06,33.31,45.81,12483.0
2,add2,33.32,45.8,37.48,11130.1
3,mul0,99.96,45.82,72.89,296304.0
4,mul1,99.96,58.31,79.14,297686.0
5,mul2,99.96,58.31,79.14,297192.0
6,mul3,99.96,33.32,66.64,294841.0
7,reg_Q0,45.82,45.82,45.82,18614.0
8,reg_Q1,45.81,45.81,45.81,18668.0
9,reg_Q2,33.31,33.31,33.31,17182.0
10,reg_Y,45.8,45.8,45.8,17604.0
11,zfir_12bit,99.96,45.8,45.8,1368830.0
